comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,annotator_number,label,type
UgwoZOl2kdrlTC3Rtyl4AaABAg.AXGeY9f0veLAXJ8ycCPkfl,UgwoZOl2kdrlTC3Rtyl4AaABAg,y-_N-NGhP7k,True,author_441,2026-05-27T10:07:05Z,2026-05-27T10:07:05Z,0,Un italiano medio che abbaia dietro allo schermo 🫵🏻,UgwoZOl2kdrlTC3Rtyl4AaABAg,1,repubblica,author_441,2,1,gold
Ugyo0bYAVc0txdJjL7l4AaABAg.AXGbQrgDTkJAXJ93VPwvwZ,Ugyo0bYAVc0txdJjL7l4AaABAg,y-_N-NGhP7k,True,author_441,2026-05-27T10:07:53Z,2026-05-27T10:07:53Z,0,Sei un Sempliciotto o un italiano medio ?,Ugyo0bYAVc0txdJjL7l4AaABAg,1,repubblica,author_441,2,1,gold
UgzCtTrPCYwcMYkhSEF4AaABAg.AXGZCRk1HizAXJ98YOPvpD,UgzCtTrPCYwcMYkhSEF4AaABAg,y-_N-NGhP7k,True,author_441,2026-05-27T10:08:34Z,2026-05-27T10:08:39Z,0,"Ecco Gabriele, l’italiota medio col mezzo neurone che abbaia dietro allo schermo.",UgzCtTrPCYwcMYkhSEF4AaABAg,1,repubblica,author_441,2,1,gold
UgzEcuvdfOBFH9GZIg14AaABAg,,y-_N-NGhP7k,False,author_2,2026-05-27T10:32:24Z,2026-05-27T10:32:24Z,1,"Perché oscurare avete paura che vengono linciati sempre a proteggere i criminali,che tristezza di paese",,0,repubblica,author_2,2,0,gold
Ugzxf9u6HSOUQlkjEeZ4AaABAg,,y-_N-NGhP7k,False,author_1587,2026-05-27T16:42:16Z,2026-05-27T16:42:16Z,1,Perché li oscurate... Fateli vedere...🤬,,0,repubblica,author_1587,2,0,gold
Ugx5UMVLE4r86wR1Std4AaABAg,,y-_N-NGhP7k,False,author_1588,2026-05-27T18:39:06Z,2026-05-27T18:39:06Z,0,Munnezz,,0,repubblica,author_1588,2,1,gold
UgwahE4nQWUXHgex4Ot4AaABAg,,y-_N-NGhP7k,False,author_1495,2026-05-28T13:15:35Z,2026-05-28T13:15:35Z,0,Estracomunitari Escrementi di maiale 🐷 fogna di gentaglia,,0,repubblica,author_1495,2,1,gold
UgyB19qG1xXVziidLNl4AaABAg,,y-_N-NGhP7k,False,author_67,2026-05-28T14:17:32Z,2026-05-28T14:17:32Z,0,Ringraziate la nagistratura per 99% di sinistra e antiitaliana....ivi compresa la Costituzione komunista!,,0,repubblica,author_67,2,0,gold
UgzPKXH71guj6ps10CR4AaABAg,,y-_N-NGhP7k,False,author_1589,2026-05-28T14:31:21Z,2026-05-28T14:31:21Z,0,Al muro.,,0,repubblica,author_1589,2,1,gold
Ugx4RvHevhVJDfVoX8l4AaABAg,,y-_N-NGhP7k,False,author_703,2026-05-28T14:40:58Z,2026-05-28T14:40:58Z,0,Le risorse della Boldrini 😂😂e Allah è gayy😂,,0,repubblica,author_703,2,1,gold
Ugy5Ty5WC30Pq5sclHp4AaABAg,,y-_N-NGhP7k,False,author_1590,2026-05-28T14:43:32Z,2026-05-28T14:43:32Z,0,Merde umane del nordafrika?!,,0,repubblica,author_1590,2,1,gold
UgzAGxVhvFVntABqOMN4AaABAg,,y-_N-NGhP7k,False,author_749,2026-05-28T16:29:23Z,2026-05-28T16:29:23Z,0,Sempre i soliti ingegneri noto,,0,repubblica,author_749,2,1,gold
