comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,annotator_number,label,type
UgwxN9Lus1uQSqMkDhh4AaABAg,,5s85hZ-6qzw,False,author_6953,2026-05-10T07:51:04Z,2026-05-10T07:51:04Z,0,Non lasciamo bambini e cani in macchina x se questo si è avvicinato vuol dire che lo fa sempre no no piuttosto lasciamoli a casa bambini e animali no no poi chi ride piange😮,,0,il_gazzettino,author_6953,1,0,gold
Ugwopy6ZNtejl3SU-Zp4AaABAg.AWaekYVUNEZAWc8SyZjZVn,Ugwopy6ZNtejl3SU-Zp4AaABAg,5s85hZ-6qzw,True,author_3310,2026-05-10T07:56:02Z,2026-05-10T07:56:02Z,2,Bisogna fare molta attenzione ultimamente ce ne tanti solo che a volte non vengono presi sul serio x non allarmare le persone.ma ce n'è. Mai abbassare la guardia non ce solo la pedofilia. 😢I bambini fanno gola a tanti .,Ugwopy6ZNtejl3SU-Zp4AaABAg,1,il_gazzettino,author_3310,1,0,gold
Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWcL_-ouEYn,Ugzz9PO0p7KErjN19Vh4AaABAg,5s85hZ-6qzw,True,author_6954,2026-05-10T09:50:35Z,2026-05-10T09:50:35Z,0,"Non risolvi il problema è tutta la società malata, un po' tutti siamo responsabili. uccidere gli faciliti la vita, lasciarli in vita e farli soffrire fino a che capiranno. Se non capiranno e non si possono lasciare liberi si attiva l'eliminazione. Questo è un modo civile di ragionare.",Ugzz9PO0p7KErjN19Vh4AaABAg,1,il_gazzettino,author_6954,1,1,gold
Ugw98a36M1R6B9WTp554AaABAg,,5s85hZ-6qzw,False,author_5046,2026-05-10T10:00:15Z,2026-05-10T10:00:15Z,1,🤬🤬🤬,,0,il_gazzettino,author_5046,1,0,gold
Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWcgaFk334A,Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWcL_-ouEYn,5s85hZ-6qzw,True,author_6955,2026-05-10T13:03:00Z,2026-05-10T13:03:00Z,4,"@user risolvi eccome,uno in meno",Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWcL_-ouEYn,2,il_gazzettino,author_6955,1,1,gold
UgxLFReu78U-4zTow6h4AaABAg,,5s85hZ-6qzw,False,author_6956,2026-05-10T18:43:06Z,2026-05-10T18:43:06Z,1,Mai lasciare i figli da soli,,0,il_gazzettino,author_6956,1,0,gold
Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWeKaV_NiMe,Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWcL_-ouEYn,5s85hZ-6qzw,True,author_3754,2026-05-11T04:20:32Z,2026-05-11T04:20:32Z,1,"@author_6954 Intanto in Cina, che sono ""poco più"" di noi, hanno in proporzione un incidenza inferiore su certi reati proprio perchè c'è la pena di morte. Non c'è deterrente più forte.",Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWcL_-ouEYn,2,il_gazzettino,author_3754,1,0,gold
UgwxN9Lus1uQSqMkDhh4AaABAg.AWc7tadWOTGAWeSDEadIOo,UgwxN9Lus1uQSqMkDhh4AaABAg,5s85hZ-6qzw,True,author_6957,2026-05-11T05:27:08Z,2026-05-11T05:27:08Z,0,"Purtroppo non si può fare crescere in una campagna di vetro. Piuttosto bisogna insegnare quali sono i pericoli e di come chiedere aiuto. Noi andavamo a scuola da soli, oggigiorno non sanno neanche attraversare una strada da soli! In genitore serve per indirizzare ma a volare ci deve pensare un figlio e se mai lo si responsabilizza a fare attenzione al mondo che lo circonda, poi sarà sempre dipendente da noi e questo non va bene anche se ci fa stare più tranquilli",UgwxN9Lus1uQSqMkDhh4AaABAg,1,il_gazzettino,author_6957,1,0,gold
Ugz1A_CZ_M-FMl5sXrt4AaABAg,,5s85hZ-6qzw,False,author_2851,2026-05-11T08:55:50Z,2026-05-11T08:55:50Z,0,"Evero, oe, un",,0,il_gazzettino,author_2851,1,0,gold
Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWf01gjH-0C,Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWcgaFk334A,5s85hZ-6qzw,True,author_247,2026-05-11T10:40:08Z,2026-05-11T10:40:08Z,0,@user,Ugzz9PO0p7KErjN19Vh4AaABAg.AWb-aMsr5T2AWcgaFk334A,3,il_gazzettino,author_247,1,0,gold
UgzIIVSJ_KojXtIPmEp4AaABAg.AWajV9z0thHAWfKwdPCTM7,UgzIIVSJ_KojXtIPmEp4AaABAg,5s85hZ-6qzw,True,author_6958,2026-05-11T13:42:48Z,2026-05-11T13:42:48Z,2,Prima era peggio,UgzIIVSJ_KojXtIPmEp4AaABAg,1,il_gazzettino,author_6958,1,0,gold
UgzIIVSJ_KojXtIPmEp4AaABAg.AWajV9z0thHAWfLKFpGj6k,UgzIIVSJ_KojXtIPmEp4AaABAg,5s85hZ-6qzw,True,author_6958,2026-05-11T13:46:10Z,2026-05-11T13:46:10Z,5,"Prima era peggio. Le violenze in casa erano molto più diffuse e il sistema patriarcale permetteva ai più anziani di abbusare dei giovani. Le donne violentate poi dovevano sposare il propio violentatore. Matrimonio riparatore. Questa epoca non è bella ,ma prima.non era meglio ,era solo sconosciuto,non esistevano mezzi di informazione,e chissà quante storie come queste non sono mai state rese note",UgzIIVSJ_KojXtIPmEp4AaABAg,1,il_gazzettino,author_6958,1,0,gold
UgzIIVSJ_KojXtIPmEp4AaABAg.AWajV9z0thHAWfRJp7E0-v,UgzIIVSJ_KojXtIPmEp4AaABAg.AWajV9z0thHAWfLKFpGj6k,5s85hZ-6qzw,True,author_6959,2026-05-11T14:38:32Z,2026-05-11T14:38:32Z,1,@author_6958 Esatto!,UgzIIVSJ_KojXtIPmEp4AaABAg.AWajV9z0thHAWfLKFpGj6k,2,il_gazzettino,author_6959,1,0,gold
UgyWbRaCZX9WeGOyYrB4AaABAg,,5s85hZ-6qzw,False,author_6960,2026-05-11T14:53:32Z,2026-05-11T14:53:32Z,0,Cominciamo con tagliare una mano.....poi si vedrà,,0,il_gazzettino,author_6960,1,1,gold
UgxjnS848kUGc7eMciV4AaABAg,,5s85hZ-6qzw,False,author_6961,2026-05-11T15:40:20Z,2026-05-11T15:40:20Z,4,Ma cosa sta succedendo?quasi ogni giorno si sente di individui che cercano di rapire bambini,,0,il_gazzettino,author_6961,1,0,gold
UgxMe8hHLLYKmNeG51R4AaABAg,,5s85hZ-6qzw,False,author_6962,2026-05-11T16:32:35Z,2026-05-11T16:32:35Z,2,Non c'è una pena adeguata non basta metterli in galera se vengono presi a lavorare nei campi con 45 gradi e poca acqua ed è pure una pena lieve,,0,il_gazzettino,author_6962,1,0,gold
Ugxkyv_hUtgb0E_66614AaABAg,,5s85hZ-6qzw,False,author_4153,2026-05-11T17:26:09Z,2026-05-11T17:26:09Z,1,Ma cosa sta succedendo?,,0,il_gazzettino,author_4153,1,0,gold
UgwHET20KwUN93KIm_V4AaABAg,,5s85hZ-6qzw,False,author_5195,2026-05-12T02:10:01Z,2026-05-12T02:10:01Z,2,la pena di morte a chi fa ste cose poche chiacchiere,,0,il_gazzettino,author_5195,1,1,gold
UgxWjAQhlTQDw-1PgBl4AaABAg,,5s85hZ-6qzw,False,author_6963,2026-05-12T12:38:57Z,2026-05-12T12:38:57Z,0,"Sentirvi dire che prima era peggio fa venire il vomito ,ma dove cazzo vivete ???",,0,il_gazzettino,author_6963,1,1,gold
Ugxq6NvpBf4zE3EX5cp4AaABAg,,5s85hZ-6qzw,False,author_1706,2026-05-12T17:59:38Z,2026-05-12T17:59:38Z,2,"A nove anni cinquanta anni fa, andavo a scuola da solo già da tre anni. Due chilometri a piedi. Questi problemi non esistevano. Poi è arrivato il progresso, il consumismo ed appresso la porcheria...",,0,il_gazzettino,author_1706,1,0,gold
UgyjO0Rh4Npe2rriwUV4AaABAg,,5s85hZ-6qzw,False,author_6964,2026-05-13T08:52:55Z,2026-05-13T08:52:55Z,0,"Non è vero che 50 anni fa questi problemi non c'erano, è successo a me mentre facevo una commissione x mia mamma a 9 anni. Il mondo è sempre stato brutto ma come si fa' a rovinare la serenità dei bimbi preparandoli a queste cose",,0,il_gazzettino,author_6964,1,0,gold
UgzWpPyHlAe4SqCuDkl4AaABAg,,5s85hZ-6qzw,False,author_636,2026-05-13T11:34:02Z,2026-05-13T11:34:02Z,0,Brutto mondo 😢,,0,il_gazzettino,author_636,1,0,gold
Ugx_U6mpJvI11cFW5Nh4AaABAg,,5s85hZ-6qzw,False,author_6965,2026-05-13T20:44:07Z,2026-05-13T20:44:07Z,0,"I bambini sono in pericolo, regna il male!",,0,il_gazzettino,author_6965,1,0,gold
Ugwopy6ZNtejl3SU-Zp4AaABAg.AWaekYVUNEZAWcg8OJUrtw,Ugwopy6ZNtejl3SU-Zp4AaABAg,5s85hZ-6qzw,True,author_3740,2026-05-15T00:00:00+00:00,,1,Sei in buona compagnia!,Ugwopy6ZNtejl3SU-Zp4AaABAg,1,il_gazzettino,author_3740,1,0,gold
Ugwopy6ZNtejl3SU-Zp4AaABAg.AWaekYVUNEZAWc8fo379Mb,Ugwopy6ZNtejl3SU-Zp4AaABAg,5s85hZ-6qzw,True,author_3310,2026-05-15T00:00:00+00:00,,1,Anche qui da noi è successo qualche mese fa.,Ugwopy6ZNtejl3SU-Zp4AaABAg,1,il_gazzettino,author_3310,1,0,gold
UgyJrQ9zABaDrXWiJ1l4AaABAg,,5s85hZ-6qzw,False,author_6966,2026-05-24T18:39:08Z,2026-05-24T18:39:08Z,0,PENA DI MORTE. NIENTE PIETà.,,0,il_gazzettino,author_6966,1,1,gold
