comment_id,parent_comment_id,video_id,is_reply,author,published_at,updated_at,like_count,text,inferred_parent_id,depth,newspaper,author_anon,annotator_number,label,type
Ugxq0XMujgsjJdZlKmN4AaABAg,,UzDNbU-_zl4,False,author_3262,2026-05-20T16:53:06Z,2026-05-20T16:53:06Z,1,Sono un bella coppia. Un bel pensiero molto commovente 😢 🥺,,0,corriere_della_sera,author_3262,2,0,gold
UgyU_Ol9F3J4PprhF-J4AaABAg,,UzDNbU-_zl4,False,author_3960,2026-05-20T18:00:51Z,2026-05-20T18:00:51Z,2,"Mi dispiace che questo Bellissimo Angelo se ne sia andato così presto,Ma da lassù brillerà per tutta la sua Famiglia e per il suo Fidanzato e sarà sempre con voi ❣️🌹🕯️🙏",,0,corriere_della_sera,author_3960,2,0,gold
UgxRAFXKbfkBL77-_x94AaABAg,,UzDNbU-_zl4,False,author_3911,2026-05-20T18:19:35Z,2026-05-20T18:19:35Z,1,❤😢,,0,corriere_della_sera,author_3911,2,0,gold
Ugwflj7CirsT9YoeUJZ4AaABAg,,UzDNbU-_zl4,False,author_3961,2026-05-20T21:07:34Z,2026-05-20T21:07:34Z,2,"La professoressa definita ""esperta""che porta in gita la domenica la figlia a piu di 50m di profondità senza brevetto e attrezzatura idonea. Povera ragazza. Tutto questo all'insaputa della associazione che finanza compensi, barca e attrezzature.",,0,corriere_della_sera,author_3961,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX161gEzzwh,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX139kx90zw,UzDNbU-_zl4,True,author_3955,2026-05-21T00:00:00+00:00,,2,@author_3952 Ci sono dei robot per certi posti Genio.,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX13n4-4HVB,4,corriere_della_sera,author_3955,2,1,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX1QG5rguyp,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX1IM7-Fmn_,UzDNbU-_zl4,True,author_3952,2026-05-21T00:00:00+00:00,,2,"@author_3962 Io non affermo nulla con sicurezza, ci mancherebbe.. la verità la sanno loro, noi forse non la sapremo mai, a meno che essa non venga chiarita dall'autopsia. So soltanto che 5 persone sono morte, che mi dispiace tanto e che vedo quanto sia facile per gli altri puntare il dito.",UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX1IM7-Fmn_,3,corriere_della_sera,author_3952,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX1IM7-Fmn_,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX11Dz0rf_7,UzDNbU-_zl4,True,author_3962,2026-05-21T00:00:00+00:00,,1,"@author_3952 sono d'accordo sulla prima parte del tuo commento, ma prima di affermare con sicurezza che la madre definita esperta dai media non abbia messo a repentaglio la vita della figlia e degli altri sub aspetterei la fine delle indagini anzi sappiamo già per certo che si sono immersi a 60 metri di profondità e in grotta senza attrezzatura e brevetti adeguati quindi vedremo.",UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX11Dz0rf_7,2,corriere_della_sera,author_3962,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX17tu01pJB,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX139kx90zw,UzDNbU-_zl4,True,author_3955,2026-05-21T00:00:00+00:00,,2,@author_3952 ciao genio.,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX13n4-4HVB,4,corriere_della_sera,author_3955,2,1,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX1lEXSJrno,UgxO3gSQ-s7w39PV_rd4AaABAg,UzDNbU-_zl4,True,author_3963,2026-05-21T00:00:00+00:00,,0,A casa si è immuni da incidenti? Anche a casa può succedere di tutto,UgxO3gSQ-s7w39PV_rd4AaABAg,1,corriere_della_sera,author_3963,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX16gWLO-lU,UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX139kx90zw,UzDNbU-_zl4,True,author_3952,2026-05-21T00:00:00+00:00,,4,"@author_3955 Quando non si sa come rispondere, si inizia con le offese. Indice di poca maturità. Il genio la saluta.",UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX139kx90zw,3,corriere_della_sera,author_3952,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAX1lGzyMHjg,UgxO3gSQ-s7w39PV_rd4AaABAg,UzDNbU-_zl4,True,author_3963,2026-05-21T00:00:00+00:00,,1,Rispetto per il lutto mai,UgxO3gSQ-s7w39PV_rd4AaABAg,1,corriere_della_sera,author_3963,2,0,gold
UgwRkkcETAm_JNqpHPF4AaABAg,,UzDNbU-_zl4,False,author_3602,2026-05-21T09:28:12Z,2026-05-21T09:28:12Z,2,😢 R.I.P. 😢,,0,corriere_della_sera,author_3602,2,0,gold
UgygwwnQ4Jp4aq0xjjt4AaABAg,,UzDNbU-_zl4,False,author_3964,2026-05-21T19:11:08Z,2026-05-21T19:11:08Z,1,So cosa vuol dire xke ho perso una nipote 2 mesi fa sotto una valanga..... Aveva solo 26 anni 😢,,0,corriere_della_sera,author_3964,2,0,gold
UgxO3gSQ-s7w39PV_rd4AaABAg.AX0yXrtRudWAXBEGZdIizS,UgxO3gSQ-s7w39PV_rd4AaABAg,UzDNbU-_zl4,True,author_3965,2026-05-25T00:00:00+00:00,,0,Ma come si fa ad essere così infami ..,UgxO3gSQ-s7w39PV_rd4AaABAg,1,corriere_della_sera,author_3965,2,1,gold
UgyUMRbH8eyjTcs0J2h4AaABAg,,UzDNbU-_zl4,False,author_77,2026-05-26T14:26:14Z,2026-05-26T14:32:44Z,0,Tanti muoiono sui cantieri o per fatica. Loro sono morti in vacanza mascherata da ricerca. Non so ma non me ne importa niente. Erano annoiati forse o in delirio di onnipotenza. Noi stiamo patendo perché guidati dai professionisti buffoni. Come spendono i soldi in questi atenei ? Cosa insegnano ? Perché la professoressa era un altra ciarlatana del cambiamento climatico causato da noi poretti che ci spostiamo per andare a lavorare. Invece lei può prendere l aereo poi girare in crociera e fare attività ricreative a gratis e senza inquinare. Ipocrita.,,0,corriere_della_sera,author_77,2,1,gold
UgxPKPSAe7GzoZ8GvTF4AaABAg,,UzDNbU-_zl4,False,author_54,2026-05-27T15:43:09Z,2026-05-27T15:43:09Z,0,Non capisco perché una ragazza debba essere per forza fidanzata,,0,corriere_della_sera,author_54,2,0,gold
